,local_time,temp,pressure,rel_humidity,wind_dir,wind_speed
0,21.05.2020 11:30,40.6,731.3,14.0,Wind blowing from the north-west,5.0
1,21.05.2020 08:30,29.4,731.5,35.0,Wind blowing from the west,3.0
2,21.05.2020 05:30,27.0,730.7,41.0,Wind blowing from the south-southwest,2.0
3,21.05.2020 02:30,30.2,730.5,30.0,Wind blowing from the west,2.0
4,20.05.2020 23:30,32.4,731.4,23.0,Wind blowing from the west,2.0
5,20.05.2020 20:30,33.4,730.5,34.0,Wind blowing from the west,2.0
6,20.05.2020 17:30,39.2,729.5,17.0,Wind blowing from the west-northwest,5.0
7,20.05.2020 14:30,40.6,730.5,14.0,Wind blowing from the west-northwest,5.0
8,20.05.2020 11:30,38.2,732.0,17.0,Wind blowing from the north-west,4.0
9,20.05.2020 08:30,30.2,,30.0,Wind blowing from the north-west,2.0
10,20.05.2020 05:30,24.4,730.9,42.0,"Calm, no wind",0.0
11,20.05.2020 02:30,28.0,730.8,41.0,"Calm, no wind",0.0
12,19.05.2020 23:30,30.4,731.0,35.0,"Calm, no wind",0.0
13,19.05.2020 20:30,33.8,730.6,27.0,"Calm, no wind",0.0
14,19.05.2020 17:30,39.0,729.7,14.0,Wind blowing from the north-west,3.0
15,19.05.2020 14:30,42.0,733.1,12.0,Wind blowing from the north-west,2.0
16,19.05.2020 11:30,39.6,732.2,18.0,Wind blowing from the north-west,2.0
17,19.05.2020 08:30,,,,"Calm, no wind",0.0
18,19.05.2020 05:30,23.4,731.5,44.0,"Calm, no wind",0.0
19,19.05.2020 02:30,26.4,731.1,37.0,"Calm, no wind",0.0
20,18.05.2020 23:30,28.4,731.7,34.0,"Calm, no wind",0.0
21,18.05.2020 20:30,32.2,730.8,29.0,"Calm, no wind",0.0
22,18.05.2020 17:30,39.6,730.0,11.0,Wind blowing from the west-northwest,5.0
23,18.05.2020 14:30,39.8,731.1,18.0,Wind blowing from the west-northwest,7.0
24,18.05.2020 11:30,38.0,733.2,33.0,Wind blowing from the west,3.0
25,18.05.2020 08:30,29.8,733.3,49.0,Wind blowing from the south-west,2.0
26,18.05.2020 05:30,26.8,732.0,60.0,"Calm, no wind",0.0
27,18.05.2020 02:30,27.2,731.6,59.0,Wind blowing from the west,3.0
28,17.05.2020 23:30,29.2,732.0,51.0,"Calm, no wind",0.0
29,17.05.2020 20:30,32.6,731.6,35.0,Wind blowing from the south-west,2.0
30,17.05.2020 17:30,38.2,730.6,31.0,Wind blowing from the west-northwest,3.0
31,17.05.2020 14:30,41.2,732.1,27.0,Wind blowing from the west,4.0
32,17.05.2020 11:30,39.6,733.8,26.0,Wind blowing from the west,2.0
33,17.05.2020 08:30,32.4,733.7,42.0,Wind blowing from the west,2.0
34,17.05.2020 05:30,26.4,732.5,57.0,Wind blowing from the south-west,2.0
35,17.05.2020 02:30,27.8,732.2,52.0,"Calm, no wind",0.0
36,16.05.2020 20:30,33.4,732.4,36.0,Wind blowing from the west,3.0
37,16.05.2020 17:30,38.8,731.6,25.0,Wind blowing from the west-northwest,6.0
38,16.05.2020 14:30,40.2,733.3,19.0,Wind blowing from the west-northwest,6.0
39,16.05.2020 11:30,37.6,734.8,28.0,Wind blowing from the west-northwest,4.0
40,16.05.2020 08:30,29.4,735.0,55.0,Wind blowing from the west,3.0
41,16.05.2020 05:30,27.0,733.9,63.0,Wind blowing from the north-west,2.0
42,16.05.2020 02:30,27.8,733.3,48.0,Wind blowing from the north-west,2.0
43,15.05.2020 23:30,29.8,733.5,44.0,Wind blowing from the west,2.0
44,15.05.2020 20:30,33.0,733.2,38.0,Wind blowing from the west-northwest,3.0
45,15.05.2020 17:30,38.0,732.6,27.0,Wind blowing from the west-northwest,5.0
46,15.05.2020 14:30,39.6,733.9,31.0,Wind blowing from the west-northwest,5.0
47,15.05.2020 11:30,36.8,735.5,32.0,Wind blowing from the north-west,5.0
48,15.05.2020 08:30,29.2,735.5,53.0,Wind blowing from the west-northwest,2.0
49,15.05.2020 05:30,24.6,734.5,66.0,"Calm, no wind",0.0
50,15.05.2020 02:30,27.2,734.4,62.0,Wind blowing from the west-northwest,5.0
51,14.05.2020 23:30,27.8,734.5,57.0,Wind blowing from the west-southwest,3.0
52,14.05.2020 20:30,26.6,734.2,67.0,Wind blowing from the east-northeast,5.0
53,14.05.2020 17:30,37.6,732.6,38.0,Wind blowing from the south-east,2.0
54,14.05.2020 14:30,37.8,734.1,34.0,Wind blowing from the south-west,2.0
55,14.05.2020 11:30,37.2,735.8,36.0,Wind blowing from the south-east,2.0
56,14.05.2020 08:30,29.0,735.8,61.0,Wind blowing from the south-southwest,2.0
57,14.05.2020 05:30,26.4,734.2,69.0,"Calm, no wind",0.0
58,14.05.2020 02:30,27.2,734.1,69.0,"Calm, no wind",0.0
59,13.05.2020 23:30,27.6,734.8,66.0,"Calm, no wind",0.0
60,13.05.2020 20:30,29.2,734.0,59.0,Wind blowing from the south,2.0
61,13.05.2020 17:30,35.0,733.3,42.0,Wind blowing from the north-west,3.0
62,13.05.2020 14:30,34.8,735.0,43.0,Wind blowing from the east,3.0
63,13.05.2020 11:30,31.6,736.7,51.0,Wind blowing from the north-east,3.0
64,13.05.2020 08:30,28.6,737.0,63.0,Wind blowing from the north-northwest,2.0
65,13.05.2020 05:30,26.4,735.5,74.0,Wind blowing from the south-west,2.0
66,13.05.2020 02:30,27.6,734.8,72.0,"Calm, no wind",0.0
67,12.05.2020 23:30,29.0,734.9,68.0,Wind blowing from the east,3.0
68,12.05.2020 20:30,31.8,734.8,58.0,Wind blowing from the north-east,3.0
69,12.05.2020 17:30,35.8,733.9,35.0,Wind blowing from the east-northeast,3.0
70,12.05.2020 14:30,37.4,735.6,37.0,Wind blowing from the north-east,3.0
71,12.05.2020 11:30,35.2,737.4,41.0,Wind blowing from the south,2.0
72,12.05.2020 08:30,27.6,737.9,62.0,Wind blowing from the east-southeast,2.0
73,12.05.2020 05:30,25.6,736.5,65.0,Wind blowing from the north-east,3.0
74,12.05.2020 02:30,27.2,735.2,70.0,Wind blowing from the east,2.0
75,11.05.2020 23:30,29.0,736.7,66.0,Wind blowing from the south-east,2.0
76,11.05.2020 20:30,30.6,734.9,62.0,Wind blowing from the east-southeast,3.0
77,11.05.2020 17:30,34.0,734.2,49.0,Wind blowing from the east-southeast,4.0
78,11.05.2020 14:30,35.4,735.9,44.0,Wind blowing from the east,4.0
79,11.05.2020 11:30,34.8,737.5,43.0,Wind blowing from the east-southeast,2.0
80,11.05.2020 08:30,26.2,737.7,65.0,Wind blowing from the east,4.0
81,11.05.2020 05:30,21.4,736.1,82.0,Wind blowing from the east,3.0
82,11.05.2020 02:30,23.0,735.6,68.0,Wind blowing from the east-southeast,2.0
83,10.05.2020 23:30,23.4,735.9,69.0,Wind blowing from the east,3.0
84,10.05.2020 20:30,25.8,735.9,56.0,Wind blowing from the south-east,2.0
85,10.05.2020 17:30,29.8,735.0,44.0,Wind blowing from the east,5.0
86,10.05.2020 14:30,26.6,736.5,53.0,Wind blowing from the south-east,5.0
87,10.05.2020 11:30,35.6,735.9,49.0,Wind blowing from the north-east,2.0
88,10.05.2020 08:30,31.2,735.9,58.0,Wind blowing from the east,5.0
89,10.05.2020 05:30,28.2,734.4,69.0,Wind blowing from the east,3.0
90,10.05.2020 02:30,30.0,734.4,62.0,Wind blowing from the south-east,2.0
91,09.05.2020 23:30,31.2,734.8,52.0,Wind blowing from the east-southeast,4.0
92,09.05.2020 20:30,34.4,733.6,49.0,Wind blowing from the east-northeast,5.0
93,09.05.2020 17:30,40.2,732.5,29.0,"Calm, no wind",0.0
94,09.05.2020 14:30,41.2,734.1,24.0,Wind blowing from the south-west,2.0
95,09.05.2020 11:30,38.6,735.9,36.0,Wind blowing from the south-east,4.0
96,09.05.2020 08:30,31.2,736.0,55.0,Wind blowing from the south-southeast,4.0
97,09.05.2020 05:30,26.2,734.7,70.0,Wind blowing from the east-southeast,2.0
98,09.05.2020 02:30,27.4,733.9,67.0,Wind blowing from the east-southeast,2.0
99,08.05.2020 23:30,29.6,734.1,63.0,Wind blowing from the south-east,3.0
100,08.05.2020 20:30,32.6,733.2,42.0,Wind blowing from the north-east,2.0
101,08.05.2020 17:30,38.4,732.3,26.0,Wind blowing from the north-northeast,3.0
102,08.05.2020 14:30,40.2,733.6,23.0,Wind blowing from the west-southwest,3.0
103,08.05.2020 11:30,37.0,735.2,26.0,Wind blowing from the south,2.0
104,08.05.2020 08:30,30.0,735.0,49.0,Wind blowing from the south,3.0
105,08.05.2020 05:30,24.6,734.3,71.0,Wind blowing from the south,2.0
106,08.05.2020 02:30,26.0,734.4,57.0,Wind blowing from the east-northeast,2.0
107,07.05.2020 23:30,27.8,735.2,52.0,Wind blowing from the east-southeast,2.0
108,07.05.2020 20:30,30.6,734.7,40.0,Wind blowing from the north-east,3.0
109,07.05.2020 17:30,36.4,733.7,25.0,Wind blowing from the west-northwest,3.0
110,07.05.2020 14:30,36.6,735.1,23.0,Wind blowing from the south,2.0
111,07.05.2020 11:30,35.0,737.1,30.0,Wind blowing from the south-east,3.0
112,07.05.2020 08:30,27.4,736.6,44.0,Wind blowing from the east-southeast,4.0
113,07.05.2020 05:30,24.2,735.7,62.0,Wind blowing from the east,2.0
114,07.05.2020 02:30,25.8,734.4,60.0,Wind blowing from the north-east,2.0
115,06.05.2020 23:30,27.0,735.0,64.0,Wind blowing from the east,2.0
116,06.05.2020 20:30,29.4,734.5,48.0,Wind blowing from the east-northeast,2.0
117,06.05.2020 17:30,34.4,733.4,29.0,Wind blowing from the south-southwest,3.0
118,06.05.2020 14:30,32.6,734.7,36.0,Wind blowing from the east-southeast,3.0
119,06.05.2020 11:30,33.2,736.5,39.0,Wind blowing from the north-northwest,4.0
120,06.05.2020 08:30,28.6,735.8,44.0,Wind blowing from the south-east,2.0
121,06.05.2020 05:30,24.8,733.8,75.0,Wind blowing from the south-east,2.0
122,06.05.2020 02:30,27.4,734.5,48.0,Wind blowing from the east,2.0
123,05.05.2020 23:30,28.4,735.2,55.0,Wind blowing from the east-southeast,2.0
124,05.05.2020 20:30,31.8,734.2,44.0,Wind blowing from the west-northwest,2.0
125,05.05.2020 17:30,34.6,733.6,34.0,Wind blowing from the west-northwest,4.0
126,05.05.2020 14:30,36.6,734.4,29.0,Wind blowing from the north-west,4.0
127,05.05.2020 11:30,34.6,736.8,35.0,Wind blowing from the north-northwest,2.0
128,05.05.2020 08:30,28.8,737.0,62.0,Wind blowing from the south-west,2.0
129,05.05.2020 05:30,22.6,735.7,84.0,"Calm, no wind",0.0
130,05.05.2020 02:30,,,,"Calm, no wind",0.0
131,04.05.2020 23:30,26.8,736.4,71.0,Wind blowing from the north-east,2.0
132,04.05.2020 20:30,28.8,735.7,58.0,"Calm, no wind",0.0
133,04.05.2020 17:30,33.8,735.2,38.0,Wind blowing from the north-northwest,2.0
134,04.05.2020 14:30,34.6,736.3,38.0,Wind blowing from the north-west,3.0
135,04.05.2020 11:30,30.0,738.2,56.0,Wind blowing from the north-east,3.0
136,04.05.2020 08:30,24.6,737.9,74.0,Wind blowing from the north-northeast,3.0
137,04.05.2020 05:30,21.2,735.8,92.0,"Calm, no wind",0.0
138,04.05.2020 02:30,21.8,735.9,89.0,Wind blowing from the south-southeast,2.0
139,03.05.2020 23:30,22.4,736.4,84.0,Wind blowing from the east,3.0
140,03.05.2020 20:30,23.6,736.9,72.0,Wind blowing from the north-west,7.0
141,03.05.2020 17:30,30.2,733.1,69.0,Wind blowing from the south-east,4.0
142,03.05.2020 14:30,32.4,735.0,52.0,Wind blowing from the east,4.0
143,03.05.2020 11:30,30.6,735.9,59.0,Wind blowing from the east,5.0
144,03.05.2020 08:30,26.2,735.1,83.0,Wind blowing from the east,6.0
145,03.05.2020 05:30,26.8,734.7,69.0,Wind blowing from the south-east,3.0
146,03.05.2020 02:30,27.6,734.3,67.0,Wind blowing from the east-southeast,3.0
147,02.05.2020 23:30,38.4,735.2,36.0,Wind blowing from the east,5.0
148,02.05.2020 20:30,32.2,734.0,50.0,Wind blowing from the east,5.0
149,02.05.2020 17:30,36.0,732.6,40.0,Wind blowing from the east-southeast,5.0
150,02.05.2020 14:30,37.2,733.7,38.0,Wind blowing from the south-east,6.0
151,02.05.2020 11:30,32.4,735.9,55.0,Wind blowing from the east-southeast,6.0
152,02.05.2020 08:30,27.4,735.5,67.0,Wind blowing from the east-southeast,5.0
153,02.05.2020 05:30,25.4,734.2,69.0,Wind blowing from the east-southeast,4.0
154,02.05.2020 02:30,27.4,733.9,64.0,Wind blowing from the east,5.0
155,01.05.2020 23:30,28.2,734.1,60.0,Wind blowing from the east-southeast,4.0
156,01.05.2020 20:30,31.4,733.3,52.0,Wind blowing from the east,5.0
157,01.05.2020 17:30,37.0,732.4,38.0,Wind blowing from the east-northeast,4.0
158,01.05.2020 14:30,38.8,734.0,27.0,Wind blowing from the west-northwest,4.0
159,01.05.2020 11:30,38.6,736.0,34.0,Wind blowing from the west-southwest,2.0
160,01.05.2020 08:30,28.6,735.9,72.0,Wind blowing from the south-east,2.0
161,01.05.2020 05:30,24.8,734.7,74.0,"Calm, no wind",0.0
162,01.05.2020 02:30,26.6,734.8,67.0,"Calm, no wind",0.0
163,30.04.2020 23:30,28.2,735.5,61.0,"Calm, no wind",0.0
164,30.04.2020 20:30,30.6,734.7,52.0,Wind blowing from the east,4.0
165,30.04.2020 17:30,37.6,733.8,35.0,Wind blowing from the south-west,2.0
166,30.04.2020 14:30,38.2,735.1,31.0,Wind blowing from the north-west,2.0
167,30.04.2020 11:30,35.2,737.4,37.0,Wind blowing from the south-southeast,2.0
168,30.04.2020 08:30,28.6,737.3,67.0,Wind blowing from the south-east,2.0
169,30.04.2020 05:30,25.8,736.3,70.0,Wind blowing from the south-east,2.0
170,30.04.2020 02:30,27.0,736.7,64.0,Wind blowing from the east,2.0
171,29.04.2020 23:30,28.8,736.3,60.0,Wind blowing from the south-east,3.0
172,29.04.2020 20:30,31.0,735.1,55.0,"Calm, no wind",0.0
173,29.04.2020 17:30,35.2,734.5,36.0,Wind blowing from the west,3.0
174,29.04.2020 14:30,36.0,736.0,38.0,Wind blowing from the north-west,2.0
175,29.04.2020 11:30,33.8,737.4,46.0,Wind blowing from the south,3.0
176,29.04.2020 08:30,28.6,737.9,60.0,Wind blowing from the south-southeast,3.0
177,29.04.2020 05:30,24.8,736.6,76.0,Wind blowing from the south-east,2.0
178,29.04.2020 02:30,25.8,736.5,72.0,"Calm, no wind",0.0
179,28.04.2020 23:30,27.2,737.2,71.0,"Calm, no wind",0.0
180,28.04.2020 20:30,28.8,736.5,63.0,"Calm, no wind",0.0
181,28.04.2020 17:30,33.0,736.1,50.0,Wind blowing from the east,2.0
182,28.04.2020 14:30,33.4,738.0,46.0,Wind blowing from the south-east,3.0
183,28.04.2020 11:30,32.2,739.7,48.0,Wind blowing from the east-southeast,5.0
184,28.04.2020 08:30,26.6,740.6,65.0,Wind blowing from the east,3.0
185,28.04.2020 05:30,23.6,739.2,73.0,Wind blowing from the east,4.0
186,28.04.2020 02:30,24.4,739.2,72.0,Wind blowing from the east-southeast,3.0
187,27.04.2020 23:30,25.6,739.3,66.0,Wind blowing from the east-southeast,4.0
188,27.04.2020 20:30,28.0,738.4,61.0,Wind blowing from the east,6.0
189,27.04.2020 17:30,31.0,736.8,52.0,Wind blowing from the east,5.0
190,27.04.2020 14:30,33.8,737.9,39.0,Wind blowing from the east,4.0
191,27.04.2020 11:30,30.8,739.9,47.0,Wind blowing from the south-east,5.0
192,27.04.2020 08:30,23.6,739.7,80.0,Wind blowing from the east-southeast,5.0
193,27.04.2020 05:30,19.2,737.5,92.0,Wind blowing from the east,4.0
194,27.04.2020 02:30,19.4,736.9,91.0,Wind blowing from the east,3.0
195,26.04.2020 23:30,20.0,737.3,91.0,Wind blowing from the east-southeast,2.0
196,26.04.2020 20:30,21.6,736.7,82.0,Wind blowing from the east-southeast,2.0
197,26.04.2020 17:30,25.6,734.9,63.0,Wind blowing from the east-northeast,6.0
198,26.04.2020 14:30,22.8,736.4,91.0,Wind blowing from the north-east,6.0
199,26.04.2020 11:30,28.4,736.5,68.0,Wind blowing from the south,3.0
200,26.04.2020 08:30,24.6,737.4,82.0,Wind blowing from the south-west,4.0
201,26.04.2020 05:30,25.6,735.1,66.0,Wind blowing from the south-east,2.0
202,26.04.2020 02:30,27.6,734.9,57.0,Wind blowing from the south-east,2.0
203,25.04.2020 23:30,29.6,735.1,55.0,Wind blowing from the north-east,2.0
204,25.04.2020 20:30,30.4,733.9,50.0,Wind blowing from the south-east,2.0
205,25.04.2020 17:30,35.2,732.7,36.0,Wind blowing from the east,3.0
206,25.04.2020 14:30,37.4,734.0,29.0,Wind blowing from the east-southeast,3.0
207,25.04.2020 11:30,34.2,735.4,31.0,Wind blowing from the south-west,3.0
208,25.04.2020 08:30,27.2,735.4,59.0,Wind blowing from the south-west,2.0
209,25.04.2020 05:30,26.0,734.0,49.0,Wind blowing from the west-southwest,4.0
210,25.04.2020 02:30,25.0,732.5,49.0,"Calm, no wind",0.0
211,24.04.2020 23:30,29.6,733.6,45.0,"Calm, no wind",0.0
212,24.04.2020 17:30,36.8,732.0,31.0,Wind blowing from the north-west,2.0
213,24.04.2020 14:30,36.8,733.7,27.0,Wind blowing from the west-southwest,3.0
214,24.04.2020 11:30,35.2,735.5,34.0,Wind blowing from the south,3.0
215,24.04.2020 08:30,28.8,735.6,51.0,Wind blowing from the south-east,3.0
216,24.04.2020 05:30,22.4,734.4,71.0,Wind blowing from the east-southeast,2.0
217,24.04.2020 02:30,25.6,733.9,62.0,"Calm, no wind",0.0
218,23.04.2020 23:30,26.2,734.6,54.0,"Calm, no wind",0.0
219,23.04.2020 20:30,26.8,734.0,53.0,"Calm, no wind",0.0
220,23.04.2020 17:30,31.0,733.7,32.0,Wind blowing from the west-southwest,2.0
221,23.04.2020 14:30,32.8,735.5,50.0,Wind blowing from the north-west,4.0
222,23.04.2020 11:30,35.2,736.3,34.0,Wind blowing from the south-west,2.0
223,23.04.2020 08:30,32.8,736.5,33.0,Wind blowing from the south-southeast,2.0
224,23.04.2020 05:30,25.8,735.2,58.0,"Calm, no wind",0.0
225,23.04.2020 02:30,27.6,734.8,50.0,"Calm, no wind",0.0
226,22.04.2020 23:30,28.4,735.5,48.0,"Calm, no wind",0.0
227,22.04.2020 20:30,29.0,735.3,46.0,"Calm, no wind",0.0
228,22.04.2020 17:30,34.6,734.5,22.0,Wind blowing from the north-west,4.0
229,22.04.2020 14:30,36.6,735.3,25.0,Wind blowing from the west-northwest,4.0
230,22.04.2020 11:30,33.8,737.2,30.0,Wind blowing from the west,2.0
231,22.04.2020 08:30,26.6,737.1,47.0,Wind blowing from the south-southwest,2.0
232,22.04.2020 05:30,21.2,735.5,72.0,"Calm, no wind",0.0
233,22.04.2020 02:30,23.4,735.5,61.0,"Calm, no wind",0.0
234,21.04.2020 23:30,26.0,736.9,51.0,Wind blowing from the west-northwest,2.0
235,21.04.2020 20:30,28.8,736.4,43.0,Wind blowing from the north-west,3.0
236,21.04.2020 17:30,33.0,735.0,35.0,Wind blowing from the west-northwest,5.0
237,21.04.2020 14:30,34.6,736.3,26.0,Wind blowing from the west-northwest,4.0
238,21.04.2020 11:30,33.2,738.1,33.0,Wind blowing from the north-west,4.0
239,21.04.2020 08:30,25.2,737.9,66.0,Wind blowing from the west-southwest,2.0
240,21.04.2020 05:30,20.6,737.0,71.0,"Calm, no wind",0.0
241,21.04.2020 02:30,22.4,736.5,63.0,"Calm, no wind",0.0
242,20.04.2020 23:30,25.2,737.6,53.0,Wind blowing from the north-northeast,3.0
243,20.04.2020 17:30,30.4,735.2,27.0,Wind blowing from the south,3.0
244,20.04.2020 14:30,30.6,737.2,36.0,Wind blowing from the south-southwest,2.0
245,20.04.2020 11:30,27.2,738.1,50.0,Wind blowing from the south-west,3.0
246,20.04.2020 08:30,24.8,737.8,52.0,Wind blowing from the south-west,4.0
247,20.04.2020 05:30,22.4,735.1,71.0,"Calm, no wind",0.0
248,20.04.2020 02:30,25.4,735.7,56.0,"Calm, no wind",0.0
249,19.04.2020 23:30,26.0,736.4,55.0,"Calm, no wind",0.0
250,19.04.2020 20:30,28.6,735.5,48.0,"Calm, no wind",0.0
251,19.04.2020 17:30,34.6,734.7,26.0,Wind blowing from the north-west,5.0
252,19.04.2020 14:30,36.2,735.9,27.0,Wind blowing from the west-southwest,3.0
253,19.04.2020 11:30,31.8,737.2,39.0,Wind blowing from the west-northwest,4.0
254,19.04.2020 08:30,24.8,737.0,74.0,Wind blowing from the west,4.0
255,19.04.2020 05:30,22.8,735.5,74.0,"Calm, no wind",0.0
256,19.04.2020 02:30,24.2,735.7,63.0,,2.0
257,18.04.2020 23:30,25.4,736.2,60.0,Wind blowing from the north-east,2.0
258,18.04.2020 20:30,30.6,735.5,46.0,Wind blowing from the north-east,3.0
259,18.04.2020 17:30,35.0,734.4,36.0,Wind blowing from the east-northeast,4.0
260,18.04.2020 14:30,36.6,736.0,30.0,Wind blowing from the east-southeast,3.0
261,18.04.2020 11:30,35.0,737.8,32.0,Wind blowing from the east,5.0
262,18.04.2020 08:30,26.8,737.7,51.0,Wind blowing from the east,4.0
263,18.04.2020 05:30,25.0,736.6,61.0,Wind blowing from the north-northeast,5.0
264,18.04.2020 02:30,27.4,735.1,53.0,Wind blowing from the east,3.0
265,17.04.2020 23:30,28.0,735.1,51.0,Wind blowing from the east-southeast,3.0
266,17.04.2020 20:30,29.8,734.1,47.0,Wind blowing from the south-east,4.0
267,17.04.2020 17:30,35.6,732.7,34.0,Wind blowing from the north-east,2.0
268,17.04.2020 14:30,38.0,734.1,20.0,Wind blowing from the west-southwest,3.0
269,17.04.2020 11:30,32.8,736.5,29.0,Wind blowing from the north-northeast,3.0
270,17.04.2020 08:30,29.4,736.3,45.0,Wind blowing from the north-northwest,4.0
271,17.04.2020 05:30,24.8,735.0,54.0,Wind blowing from the west-northwest,4.0
272,17.04.2020 02:30,27.6,734.3,35.0,Wind blowing from the north-northwest,4.0
273,16.04.2020 23:30,28.6,735.2,38.0,Wind blowing from the north-northwest,3.0
274,16.04.2020 20:30,30.8,734.9,33.0,Wind blowing from the north-west,2.0
275,16.04.2020 17:30,37.6,733.8,22.0,Wind blowing from the west-northwest,5.0
276,16.04.2020 14:30,39.8,734.8,38.0,Wind blowing from the west,5.0
277,16.04.2020 08:30,27.6,736.3,51.0,Wind blowing from the west-southwest,3.0
278,16.04.2020 05:30,25.0,735.1,55.0,Wind blowing from the west,2.0
279,16.04.2020 02:30,25.6,,35.0,Wind blowing from the south-west,2.0
280,15.04.2020 23:30,27.6,735.2,48.0,"Calm, no wind",0.0
281,15.04.2020 20:30,30.8,734.7,36.0,"Calm, no wind",0.0
282,15.04.2020 17:30,37.4,734.1,24.0,Wind blowing from the north-west,4.0
283,15.04.2020 14:30,39.4,735.3,22.0,Wind blowing from the north-west,3.0
284,15.04.2020 11:30,36.8,737.5,25.0,Wind blowing from the west,3.0
285,15.04.2020 08:30,30.4,738.0,48.0,Wind blowing from the south-east,2.0
286,15.04.2020 05:30,26.4,736.7,57.0,Wind blowing from the east,2.0
287,15.04.2020 02:30,28.6,737.3,50.0,Wind blowing from the east-southeast,2.0
288,14.04.2020 23:30,30.6,737.1,42.0,Wind blowing from the east-southeast,2.0
289,14.04.2020 20:30,34.2,736.4,33.0,Wind blowing from the south-east,2.0
290,14.04.2020 17:30,37.0,734.7,29.0,Wind blowing from the west-southwest,3.0
291,14.04.2020 14:30,39.6,735.7,27.0,Wind blowing from the west-southwest,3.0
292,14.04.2020 11:30,34.2,737.6,40.0,Wind blowing from the north-east,2.0
293,14.04.2020 08:30,28.6,737.5,60.0,"Calm, no wind",0.0
294,14.04.2020 05:30,25.4,736.2,67.0,"Calm, no wind",0.0
295,14.04.2020 02:30,25.8,735.9,63.0,"Calm, no wind",0.0
296,13.04.2020 23:30,28.4,736.0,56.0,"Calm, no wind",0.0
297,13.04.2020 20:30,31.4,735.2,50.0,"Calm, no wind",0.0
298,13.04.2020 17:30,37.2,734.4,29.0,Wind blowing from the west-northwest,5.0
299,13.04.2020 14:30,38.6,735.5,23.0,Wind blowing from the west-northwest,5.0
300,13.04.2020 11:30,36.2,737.3,31.0,Wind blowing from the west-southwest,3.0
301,13.04.2020 08:30,27.6,737.8,46.0,Wind blowing from the west-southwest,2.0
302,13.04.2020 05:30,23.6,736.4,61.0,"Calm, no wind",0.0
303,13.04.2020 02:30,25.6,736.3,51.0,"Calm, no wind",0.0
304,12.04.2020 23:30,27.6,736.9,49.0,Wind blowing from the west-southwest,2.0
305,12.04.2020 20:30,29.4,736.7,46.0,Wind blowing from the west,2.0
306,12.04.2020 17:30,35.2,736.0,32.0,Wind blowing from the west-northwest,4.0
307,12.04.2020 14:30,36.8,737.1,27.0,Wind blowing from the west-northwest,5.0
308,12.04.2020 11:30,33.0,739.4,35.0,Wind blowing from the west-northwest,5.0
309,12.04.2020 08:30,23.4,739.3,57.0,Wind blowing from the west,3.0
310,12.04.2020 05:30,22.6,737.9,64.0,Wind blowing from the west-southwest,2.0
311,12.04.2020 02:30,26.4,737.7,43.0,Wind blowing from the north-west,3.0
312,11.04.2020 23:30,28.4,738.7,39.0,Wind blowing from the west-northwest,4.0
313,11.04.2020 20:30,31.0,738.3,37.0,Wind blowing from the west-northwest,4.0
314,11.04.2020 17:30,35.0,737.7,28.0,Wind blowing from the west-northwest,5.0
315,11.04.2020 14:30,37.6,739.0,25.0,Wind blowing from the west-northwest,2.0
316,11.04.2020 11:30,34.6,741.0,31.0,Wind blowing from the north-east,2.0
317,11.04.2020 08:30,25.8,740.9,56.0,"Calm, no wind",0.0
318,11.04.2020 05:30,23.4,739.2,69.0,"Calm, no wind",0.0
319,11.04.2020 02:30,24.0,738.9,49.0,"Calm, no wind",0.0
320,10.04.2020 23:30,28.2,739.3,40.0,"Calm, no wind",0.0
321,10.04.2020 20:30,30.4,738.5,35.0,Wind blowing from the north-east,2.0
322,10.04.2020 17:30,34.2,737.5,27.0,Wind blowing from the west-northwest,3.0
323,10.04.2020 14:30,35.8,738.4,24.0,Wind blowing from the west-northwest,2.0
324,10.04.2020 11:30,32.0,740.1,29.0,Wind blowing from the west-northwest,0.0
325,10.04.2020 08:30,24.2,739.8,53.0,Wind blowing from the west-southwest,2.0
326,10.04.2020 05:30,19.8,738.0,67.0,Wind blowing from the west,2.0
327,10.04.2020 02:30,21.2,737.4,59.0,"Calm, no wind",0.0
328,09.04.2020 23:30,23.4,738.1,56.0,"Calm, no wind",0.0
329,09.04.2020 20:30,26.2,737.7,49.0,Wind blowing from the west,2.0
330,09.04.2020 17:30,31.0,737.1,33.0,Wind blowing from the west-northwest,3.0
331,09.04.2020 14:30,33.2,737.9,25.0,Wind blowing from the west-northwest,5.0
332,09.04.2020 11:30,30.6,739.1,31.0,Wind blowing from the west,3.0
333,09.04.2020 08:30,23.4,738.8,51.0,Wind blowing from the west-southwest,3.0
334,09.04.2020 05:30,19.0,737.7,72.0,Wind blowing from the south-west,2.0
335,09.04.2020 02:30,22.8,737.7,52.0,Wind blowing from the west-northwest,2.0
336,08.04.2020 23:30,24.8,738.7,47.0,Wind blowing from the north-west,2.0
337,08.04.2020 20:30,27.0,737.7,32.0,Wind blowing from the north-west,3.0
338,08.04.2020 17:30,31.8,736.9,16.0,Wind blowing from the west-northwest,5.0
339,08.04.2020 14:30,34.2,737.9,30.0,Wind blowing from the west-northwest,5.0
340,08.04.2020 11:30,31.6,739.0,31.0,Wind blowing from the west-northwest,5.0
341,08.04.2020 08:30,23.2,738.8,51.0,Wind blowing from the west,3.0
342,08.04.2020 05:30,20.6,736.7,76.0,Wind blowing from the west,2.0
